Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Dental Caries,,Taakkul-e-Asnaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Depression,sadana/ avasda,Gham/ sadma,Mana Azhuttham,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diabetes Mellitus,,Ziabetas Shakari,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diaphragmitis,mahpracra akipka,Barsaam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diphtheria,,Khunaaq-e-wabaai,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diseases of head and neck,urdhvajatrugataroga,Amraaz-e-raas wa unuq,Kazhutthu/Thalai Noigal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diseases of heart,hdayaroga,Amraaz-e-qalb,"Eruthaya Noigal,Thamaraga noigal",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diseases of spleen,plhvikra,Amraaz-e-tehaal,Peeliga Noigal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diseases of the eye,netra roga,Amraaz-e-A'in,Kan Noigal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Diseases of the urinary system,mtraroga,Amraaz-e-Nizaam-e-Bauliyah,Siriuneeraga  Noigal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Distension,,Tamaddud,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dog Bite,,Gazeedgee-e-Sag,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dry cough,uka ksa,Su'aal-e-Yaabis,Varattu Erunal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dysentery,pravhik,Zaheer,Nina kazhichal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dysgeusia,,Fasaad-e-Zauq,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dyspepsia,agnimndya,Su-e-Hazm/Badhazmi/Nuqsan e shahwat,Pasi inmai,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dystocia,Kaaprasava,Usr-e-Wiladat,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dysuria,mtrakcchra,Usr-e- Baul,"Neer erichal,Neer kaduppu",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Ecchymosis,,Maut-al-Dam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Eczema,,Hikkat-al-Uzn,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Elephantiasis,lpada,Daa-ul-Feel,"Yanaikkaal,Sili padham,Paadha vanmeegam",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
epilepsy of extremities,,Sara-e-atraafi,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Epiphora,netra srva,Damah,NeerPaaychal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Epistaxis,,Rua'af,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
erosion,,Ta'akkul,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Execessive Sleeping/Coma,,Subaat,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Exfoliation of teeth,,Suqoot-e-Asnaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Exophthalmos,,Juhooz-ul-Ain,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Facial erysipelas,,Maashraa,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Fainting,mrcch,Ghashi,Mayakka noi,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Falling of hair,Keapta,Intisaar-al-Sha'r,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Favus,,Safah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Fetid breath,,Bakhr-al-Fam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Filaria medinensis,,Naarwaa,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Fistula,,Naasoor,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Fistula lacrimatis,,Gharb/Nasoor,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Flaccidity,,Istirkha,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Flatulence,dhmna,Nafkh-e-Shikam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Fracture,asthibhagna,Kasr-e-Azm,Enbu Murivu,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Freckle,vyaga,Kalaf,Karun Themal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Freckles,,Barash,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Furuncle/Boil,Yavaprakhya,Dunbal/Dummal,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gaseous headache,,Suda-e-Bukhaari,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gastralgia,,Waja'-ul-Meda,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gastric dyscrasia,,Sue Mizaaj -e- Me'dah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gastric ulcer,,Qurooh-e-Medah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gastritis,mayaotha,Waram -e- Medah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gastroptosis/Atony of the stomach,,Istirkha-e-Me'dah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Giddiness,bhrama,Duwaar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gingival Atrophy,,Nuqsaan-al-Lesah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gingival Ulcers,,Qurooh-al-Lesah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gingivitis,,Waram-e-Lesah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gleet/Chronic Gonorrhoea,,Zanqah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Globus hystericus,,Bao gola,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Gonorrhoea,upadaa,Suzaak,"Seezh Megam,Vellai noi,Mega noi",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Haemoptysis,rakta nihvana,Nafs-ud-dam,Rattha Irumal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Haemorrhage,,Infijaar-e-Dam Uzni,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hallucinations,Cittavibhrama,Wasawis,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Heaviness of tongue,,Siql-ul-Lisaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hectic fever,pralepakajvara,Humma-e-Diqq,PerumSuram,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Helminthiasis,,Kirm-e-Shikam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hematemesis,,Qai-ud-dam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hematuria,,Baul-ud-dam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hemorrhage,,Jarayaan-al-Dam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatalgia,,Waja-ul-Kabid,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatargia/Hepatosis,,Zo'f-e-Jigar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatic diarrhoea,,Ishaal-e-Kabidi,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatic Dyscrasia,,Su-e-Mizaaj-e-Jigar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatic obstruction,,Sudad -ul- Kabid,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatic sclerosis,,Salaabat -ul- Kabid,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hepatitis,,Waram-e-Kabid,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Herpes corneae,,Busoor-e-Qarnia,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Herpetic Ulcer,,Qurooh-e-Saaeyah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hiccough,,Fuwaaq,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hoarseness,svarabheda,Buhat-us-Saut,"Kural Kammal,Sura pangam,Thondai kattu",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hoarseness of Voice,,Bohat-us-Saut,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hot headache,,Suda-e-Haar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hyper acidity,,Hurqat -e- Medah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hyperacidity,amlapitta,Humoozat-e-Medah,Eri gunmam,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hyperpyrexia,,Humma-e-Haaddah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Hypopyon,,Middah Qarnia,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Ichthyosis,ekakutha,Taqashshur-e-Jild,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Icterus/Jaundice,,Yaraqaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Ileus,,Ieelaaus,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Ill Temperament,,Su-e-Mizaaj,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
