Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Solanum nigram Linn.,kkamc,Inab-us-Salab / Makoh / Mako,"Mana thakkaali, Milagu thakkali,Ulaka maatha,Kaaka maasi,Vidai gandham,Vaayasam, Karuppumanathakkali","black nightshade, deadly nightshade, garden nightshade",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Solanum surattense Burm.,kaakr,Katai,"Kandangatthiri, Sutturam, Udaravani, Udavani, Mullikkai",nightshade,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sphaeranthus indicus Linn.,"muitik, bhkadamba, rva",Gorakh Mundi/Mundi/ Baloot-al-Arz/,Kotta karanthai,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Spinacia oleracea Linn.,plaky,palak/akhinoos,"Vasayley keerai, Pasalai keerai",spinach,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Spondias pinnata,mrtaka,Amrah,"Mari man chedi, kattamara,Manpulichi, Nalini, Ambalam,Ibangam, Kattuma, Malai, Marima, Pulima, Sudam","Hog-Plum, Wild Mango",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Stereospermum chelonoides,pal,Padal/Patila,"Paathiri, Patali maram, Ambu, Ambuvahini, Appu, Padiri, Pumbadiri, Pyuppadiri","Trumpet Flower, Yellow Snake tree",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Strychnos nuxvomica Linn.,"viamui, kraskara",Azaraqi/Kuchla,"Etti,Kaanchiram,Vidamutti, Kiruttinapanam, Maduragam, Suvasagam, Kobagundam",strychnine tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Strychnos potatorum Linn. f.,kataka,,"Thetraan kottai, Illam, Akkolam, Sillam, Teru, Kadali",Clearing Nut tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Swertia chirayita,kirtatikta,Chiraitah/Qasab-al-Zareerah,"Shiratkuchi, Nilavembu","chirayata, Chirata",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Swertia ciliata,kirtatikta bheda,,,chirayata,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Symplocos racemosa Roxb.,lodhra,Lodh Pathani,"Vellilatthi, Velliloththiram, Thillakam","sweetleaf, symplocos",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Syzygium aromaticum,lavaga,Qaranful/Laung,"Kiraambu,Lavangam,Anjugam,Urkadam,Thirali,Varaangam,Karuvai, Karuvapoo",clove,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Syzygium cuminii,jamb,Jamun,"Naaval,Neradam,Suradhi pathirai,Saambal,Shaattu valam","jambolan plum, Java plum, kavika ni India, mesegerak",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Syzygium jambos,jamb,Gulabjamun,"Peru naaval,Sambu naaval,Panneer koyyaa","kavika ni India, kavika ni vavalangi, Malabar plum, rose-apple",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tamarindus indica Linn.,imal,Tamar Hindi /Imli,"Puli,Amilam, ambiram, Sinduram",tamarind,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tecomella undulata,rohitaka,Yardook,,Rohida tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tephrosia purpurea,"sarapokh, arapukh",Sarphuka,"Kolinji, Paavali,Kollukaaivelai, Mullukkai, Katkolingi","purple tephrosia wild indigo, Purple Tephrosia",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Teramnus labialis,mapar,Jangali Urd / Ban Urd / Maash Parni,Kaattualandu,blue wiss,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Terminalia arjuna,arjuna,Arjun,Vellai marudhu,arjuna,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Terminalia bellirica,bibhtaka,Balela/Bahera,Thaandri,"myrobalan, Beleric Myrobalan",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Terminalia chebula Retz.,hartak,Halelah,Kadukkaai,"myrobalan,",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tinospora cordifolia Miers,guc,Gilo,"Seendhil,Amirdhavalli, Somavalli, Sagadundam, Kundali, Sagamuli, Vallikandam, Sadi, Padalamulam",tinospora,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Trachyspermum ammi,yavn,Ajwayin,"Omam,",Ajowan caraway,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Trachyspermum roxburghianum,ajamod,,"Asamodhagam, Ashamtagam",Ajmud,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tragia involucrata Linn.,"vcikl, durlabh",,"Poonai kaanchori, Siru kanchori, Ambu, Kunasagam,, Samuthirandam, senthotti, Kurunthotti, Turalobam, Kankudi, Kannichi","noseburh, noseburn",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tribulus terrestris Linn.,gokura,Khaar-e- Khasak /Hasak,"Nerunjil, Siru nerunjil, Thirikandam, Yanai vanangi,Kamarasi,Suvathattam,Asuvasattiram,Kokandam,Sudham","bullhead, caltrop, goathead, Mexican sandbur, puncture vine, Small Caltrops",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Tricholepis angustifolia,brahamada bheda,Brahmdandi,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Trichosanthes bracteata,"vil, mahkla",,"Koratti, Savuri pazham, Ankurattai",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Trichosanthes dioica Roxb.,paola,,Kombu pudalai,pointed gourd,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Trigonella foenum-graecum Linn.,meth,Hulba/Methi,"Vendhayam, Methi, Vendhai, Uluva",sicklefruit fenugreek,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Triticum aestivum Linn.,godhma,Gandum,"Kodhumai, Yavai","common wheat, Wheat",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Typha austrails Schum. & Thonn.,"guha, gundra",Halfa/Pateera/Bardi,,Lesser Indian Reed-Mace,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Uraria picta,pnipar,,Chithirapaladai,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Valeriana hardwickii Wall.,"tagara, blaka",,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Valeriana jatamansii Jones Syn.,"tagara, blaka",Farasiyun/Faristariun/Tagar / Balahhar,Kiranthithakaram,Indian Valerian,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vallaris solanacea,"sphot, sariv, utpala",Aasphoota/Veeroomal,Kattupalai,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vernonia cinerea,"sahadev, daotpal",Sehdevi/Utpila Naunhiya,"Mookkuthi poondu,Sahadevi,Poovankoondhal,Neichetti, Sirasengaluneer,Thevagandham,Sitrilai, Neernochi",little ironweed,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vetiveria zizanioides,ura,Khas,"Vetri ver, Guru ver, Viranam, Iruvaeli, Vizhalver","vetivergrass, Cuscus, Vetiver",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vigna mungo,ma,Urd/ Maash,"Ulundhu,Maasam,Maadam, Satheenagam, Satheenam",Black gram,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vigna radiata,mudga,Moong,"Paasi payaru,Pachai payiru, Murkam, Panippayaru, Ulundu","Green gram, Golden gram",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vigna trilobata,mudagapar,,"Panipayar, Naripayar, Elippayar, Kattuppayar",Wild Gram,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vigna unguiculata,kulattha,,"Kaanam,Mudhirai, Kaaramani, Kollu",catjang,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vitex agnus-castus Linn. / Vitex negundo Linn.,reuk,Panjangusht/Panjkisht,,"chaste tree, lilac chastetree",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Vitis vinifera Linn.,drk,Angoor / Angoor Siyah / Kishmish / Maweez/ Karm,"Thiraatsai, Kodi mundhiri, Madhurasam, Paloothamai, Kottani",wine grape,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Wedelia chinensis,"bhgarja pta, kearja",,"Manjal karisalankanni, Porthalai kyan",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Withania somnifera,avagandh,Asgand,"Nattuamukira Irulichevi, Kidichevi, nagudaver, Varagakarni, Asubam, Amukkra",Winter Cherry,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Woodfordia fruticosa,dhtak,Dhaatekee/ Dhaat Pushpi / Dhaae,"Velakkai, Kattathi","Fire-flame Bush, Shiranjitea",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Xeromphis spinosa,"madana, mainaphala",,"Marukkallankay, Madkarai, Karai",emetic nut,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Zanthoxylum armatum DC. Syn.,tejovat,Kabab-e-Khandan/Kabaaba,,"Toothache tree, Indian
Prickly Ash",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Zingiber officinale Roscoe,"rdraka, uh",Adrak/Zanjabeel/Sindhi/ Sonth,"Inji, chukku","garden ginger, Ginger",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Ziziphus jujuba Mill.,"kola, sauvra",,"Illanthi, Elladu",Chinese Tsao,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Zizyphus mauritiana Lam.,"badara, kola",,"Ilandhai, Aditharam, Iradi, Koli, Kullari, Sivagam, Veyam, Padari",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Zizyphus nummularia,karkandhu,Ghangher / Gangeri,"Korkodi, Parpallikida",Wild Jujube,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
